0,1
刘铭,银河铭忆3个月定开债券
江信祺福C,杨淳
嘉实合润双债两年期定期债券,定开债券
夏高,股票指数
博时稳健回报债券(LOF)C,债券型
诺安聚鑫宝货币D,货币型
周豪,南方中证申万有色金属ETF
中欧强裕债券,债券型
颜文浩,国投瑞银融华债券
何家琪,华夏新起航混合A
华润元大中创100ETF,李武群
吕越超,泰达宏利创益混合A
混合型,赵诣
股票指数,太平MSCI香港价值增强C
刘伟,泰康港股通地产指数A
国富恒利债券(LOF)A,债券型
龚涛,南方中证互联网指数分级B
大成2020生命周期混合,王磊
分级杠杆,王乐乐
倪莉莎,华富天盈货币A
吴晖,长信利盈混合C
袁华涛,华润元大安鑫灵活配置混合A
胡伟,华富天盈货币A
债券型,人保中高等级信用债C
债券型,嘉实稳元纯债债券
申万菱信安鑫精选混合A,混合型
融通增悦债券,债券型
毛颖,华夏鼎瑞三个月定开债A
股票型,黄韵
长盛上证市值百强ETF,ETF-场内
徐栋,国投瑞银增利宝货币A
鹏华弘嘉混合A类,混合型
债券型,苏谋东
债券指数,德邦德信中高企债指数C
信诚新丰B,混合型
恒生前海中证质量成长C,股票指数
国泰聚优价值灵活配置混合A,程洲
嘉实新收益混合,姚志鹏
王奇玮,招商安泰混合
朱雀产业臻选混合A,张延鹏
华商新动力灵活配置混合,周海栋
工银财富货币B,谷衡
易方达稳健收益债券A,胡剑
胡伟,货币型
金信价值精选灵活配置混合C,混合型
混合型,国寿安保稳惠混合
中欧兴利债券,赵国英
黄海峰,博时安盈债券C
新华聚利债券C,姚秋
李琪,债券指数
货币型,国金金腾通货币C
债券型,富国信用债债券C
王伟,中银优选混合
理财型,刘思
鹏华兴合定期开放混合A,张栓伟
李韵怡,鹏华弘樽灵活配置混合A
龚炜,华富物联世界灵活配置混合
富国价值驱动灵活配置混合A,于鹏
张永超,固定收益
混合型,博时睿益事件驱动混合(LOF)
易方达中短期美元债(QDII)A美元现汇,祁广东
联接基金,平安MSCI中国A股ETF联接C
混合型,郑猛
牟琼屿,永赢添益债券
债券型,博时锦禄纯债债券
龙悦芳,金鹰添祥中短债C
周大鹏,ETF-场内
谭昌杰,广发天天利货币B
广发亚太中高收益债券,李耀柱
混合型,平安转型创新混合C
谢屹,前海开源周期优选混合A
汇添富中证全指证券公司指数C,楚天舒
混合型,招商稳盛定开混合C
宝盈货币A,吕姝仪
南方通利债券A,李璇
卢轶乔,银河转型混合
诺安泰鑫一年定开债C,谢志华
张东一,广发创新驱动灵活配置混合
广发中债1-3年国开债C,债券指数
债券指数,建信中债1-3年国开债A
富国中证医药主题指数增强,股票指数
国联安通盈混合A,王欢
工银瑞信双利债券B,陈桂都
上投富时发达市场REITs美钞,施虓文
黄晓婷,招商招福宝货币B
中融货币C,货币型
柳军,华泰柏瑞中证低波动ETF
混合型,平安灵活配置混合
联接基金,易方达黄金ETF联接C
谭昌杰,广发双债添利债券A
易方达纳斯达克100人民币,成曦
混合型,九泰天富改革混合
混合型,红塔红土优质成长A
国寿安保添利货币B,桑迎
南方信息创新混合C,茅炜
货币型,广发天天红货币A
股票型,鹏华养老产业股票
债券型,胡娜
混合型,邱红丽
北信瑞丰鼎利债券A,债券型
大成景鹏灵活配置混合C,混合型
汇丰晋信港股通双核策略混合,混合型
何凯,博时亚洲票息收益债券现汇
创金合信睿合定开混合,程志田
招商优质成长混合(LOF),贾成东
定开债券,德邦德景一年定开债C
混合型,宝盈转型动力混合
混合型,华夏新锦顺混合C
庞世恩,红土创新中证500增强A
QDII,嘉实全球互联网股票人民币
固定收益,黄纪亮
杨冬冬,国投瑞银锐意改革混合
债券型,华夏可转债增强债券A
朱小明,ETF-场内
杨旸,中加颐享纯债债券
混合型,王东旋
中融新经济混合C,秦娟
广发中证全指汽车指数A,罗国庆
定开债券,国泰农惠定期开放债券
货币型,浙商日添金货币A
浦银安盛盛元定开债C,章潇枫
货币型,乔嘉麒
兰乔,博时工业4.0主题股票
股票指数,红土创新沪深300增强C
安信新动力混合C,庄园
王东杰,混合型
过钧,混合型
金鹰增益货币A,刘丽娟
银华恒利灵活配置混合C,和玮
定开债券,招商定期宝六个月期理财债券
鹏华医疗保健股票,股票型
刘谢冰,银华活钱宝货币B
周大鹏,银华恒生国企指数分级
股票型,王景
孔学峰,混合型
刘莹,南方收益宝货币B
宋青,诺安油气能源
国投瑞银纯债债券A,李怡文
定开债券,王磊
石雨欣,华安新瑞利混合A
诺安稳健回报灵活配置混合A,周心鹏
国联安通盈混合A,薛琳
中邮上证380指数增强,股票指数
博时新机遇混合C,王曦
蔡乐,光大尊尚一年定开债A
债券型,广发纯债债券C
光大铭鑫混合A,林晓凤
债券型,鹏华丰泽债券(LOF)
大摩进取优选股票,缪东航
海富通纯债债券C,谈云飞
泰康沪港深精选混合,刘伟
广发海外多元配置美元,QDII
博时亚洲票息收益债券现钞,过钧
博时新趋势混合C,王曦
李晓彬,货币型
毕天宇,股票型
混合型,叶青
混合型,林梦
徐喻军,联接基金
中欧新动力混合(LOF)C,许文星
段玮婧,定开债券
定开债券,陈佳昀
黎晓晖,宝盈转型动力混合
国富日鑫月益30天理财债券B,严婧璧
混合型,光大行业轮动混合
南方华元A,郑迎迎
债券型,姚秋
殷孝东,信诚鼎利
德邦新回报灵活配置混合,混合型
混合型,金鹰元和灵活配置混合A
债券型,汇添富双利债券C
艾小军,国泰中证500指数增强C
东方多策略灵活配置混合A,黄诺楠
罗文杰,南方MSCI中国A股联接C
缪夏美,信诚至裕灵活配置混合A
交银医药创新股票,股票型
海富通中短债债券C,债券型
瑞福进取,分级杠杆
国寿安保中证养老产业分级B,李康
钟光正,长城定开债C
广发估值优势混合,张东一
长盛季季红1年期债券C,定开债券
夏莹莹,南方全天候策略(FOF)C
嘉实安心货币B,货币型
中融智选红利股票C,股票型
薛琳,国联安鑫瑞混合A
张琦,国寿安保成长优选股票
何康,定开债券
余芽芳,招商丰达混合A
股票指数,汇添富上证综合指数
诺安先锋混合,杨谷
孙慧,银华多元收益定开混合A
华夏鼎祥三个月定开债C,毛颖
万家家泰债券A,李文宾
长盛上证市值百强ETF,赵宏宇
定开债券,中欧天尚定开债券A
韩海平,债券型
李达夫,大成景安短融债券B
广发消费升级股票,股票型
融通通裕定开债,定开债券
张自力,混合型
刘怡敏,国富恒久信用债券A
股票型,张丹华
浦银安盛稳健增利债券C,刘大巍
方正富邦睿利纯债C,王健
闵杭,金元顺安宝石动力混合
汇添富民营活力混合A,混合型
蒋茜,东方支柱产业灵活配置混合
招商理财7天债券B,向霈
定开债券,刘文良
长安鑫兴混合C,混合型
张胜记,易方达原油C类美元汇
嘉实新优选混合,混合型
金鹰中小盘精选混合,混合型
韩海平,国投瑞银和顺债券
中欧消费主题股票C,郭睿
郑可成,华安添鑫中短债C
南方现金通B,董浩
货币型,柳发超
华安月月鑫短期理财债券A,马晓璇
嘉实汇达中短债债券C,债券型
债券型,华富恒利债券C
混合型,圆信永丰兴源灵活配置混合C
万莉,富国收益宝交易型货币H
国金国鑫发起,混合型
张靖爽,海富通新内需混合C
张娅,混合型
农银汇理金鸿一年定开债,许娅
债券型,广发招财短债债券C
洪志,广发聚盛混合A
西部利得合赢债券A,韩丽楠
孙文龙,国投瑞银精选收益混合
陶铄,混合型
混合型,汤志彦
刘涛,鹏华丰禄债券
泰达宏利启泽灵活配置混合C,丁宇佳
长盛电子信息主题灵活配置混合,杨衡
肖立强,前海开源恒远灵活配置混合
梁昕,债券型
中融3-5年中高等级信用债C,杨萍
王建钦,泰达宏利泰和平衡养老(FOF)
苏圻涵,华安全球美元收益债C
混合型,信诚中小盘混合
程卓,博时丰达纯债6个月定开债
田原,中银中债1-3年期农发行债
潘龙玲,股票型
黄祥斌,北信瑞丰兴瑞灵配
华商润丰灵活配置混合C,混合型
申万菱信申万电子分级B,分级杠杆
货币型,富国富钱包货币
天弘余额宝货币,王登峰
信诚惠报债券B,王国强
张洋,工银添福债券B
邱骏,红土创新优淳货币B
混合型,融通消费升级混合
工银丰收回报灵活配置混合C,混合型
李轶,大摩多元收益债券C
天弘同利债券(LOF),刘洋
崔建波,新华鑫益灵活配置混合
张荣,创金合信转债精选债券A
平安中债债利差因子ETF,成钧
鹏华健康环保混合,梁浩
固定收益,蔡旻
西部利得祥盈债券C,童国林
鹏扬利沣短债C,债券型
债券型,华安信用四季红债券C
泰康安惠纯债债券A,任翀
何康,南方涪利定开债
向霈,混合型
国联安睿利定开混合,吕中凡
石大怿,易方达掌柜季季盈理财债券B
南方教育股票,股票型
博时宏观回报债券C,王申
混合型,大成景恒混合A
刘丽娟,债券型
蒋鑫,鹏华优势企业
陆欣,民生加银1-3年农发行债
蒋磊,银河睿达灵活配置混合C
博时亚洲票息收益债券现汇,何凯
狄晓娇,国投瑞银新收益混合A
混合型,李振兴
债券型,国寿安保安享纯债
章鸽武,招商和悦稳健养老(FOF)A
泰达宏利新起点混合A,混合型
债券型,王华
王迪,混合型
混合型,刘莎莎
混合型,富安达行业轮动混合
刘宁,嘉实丰益信用定期债券C
刘鲁旦,股票型
定开债券,郭晓晖
国投瑞银钱多宝货币I,徐栋
陈钢,债券型
债券型,益民多利债券
债券型,长城久悦债券
田汉卿,混合型
博时中债3-5进出口行C,债券指数
富国高端制造行业股票,厉叶淼
国寿安保健康科学混合C,混合型
景顺中证红利成长低波动A,徐喻军
向霈,招商财富宝交易型货币A
富国收益增强债券C,郑迎迎
融通通泽灵活配置混合,余志勇
刘洋,天弘丰利债券(LOF)
诺德量化核心C,混合型
永赢润益债券A,债券型
债券型,吕军涛
中融新机遇混合,寇文红
王平,招商上证消费80ETF
QDII,华宝中国互联股票人民币
华宝宝盛纯债债券,债券型
刘晓晨,新华优选消费混合
定开债券,融通岁岁添利定开债A
张鹏程,九泰盈华量化混合(LOF)A
九泰久益混合C,混合型
广发京津冀ETF联接C,霍华明
债券型,长盛盛和纯债A
刘勇,九泰久稳灵活配置混合A
殷瑞飞,分级杠杆
张芊,广发安富回报混合C
定开债券,中融睿丰定开债C
柳万军,混合型
牟琼屿,永赢祥益债券A
交银策略回报灵活配置混合,王少成
中航瑞景3个月定开C,定开债券
国泰黄金ETF,ETF-场内
股票指数,泰康中证港股通非银指数A
前海联合添惠纯债C,张雅洁
曹名长,混合型
国投瑞银境煊灵活配置混合A,李怡文
工银沪港深精选混合A,郝康
林森,易方达瑞选灵活配置混合I
宝盈转型动力混合,混合型
易方达富财纯债,债券型
混合型,华泰柏瑞量化明选C
东方臻宝纯债债券C,周薇
泓德裕荣纯债债券A,债券型
混合型,汇安量化优选灵活配置A
定开债券,吴胤希
金元顺安丰利债券,周博洋
梁皓,混合型
混合型,樊利安
熊侃,银华尊和养老2040混合(FOF)
易方达创业板ETF,ETF-场内
股票型,陶灿
博时新财富混合C,混合型
债券型,财通纯债债券A
中欧瑾和灵活配置混合A,袁争光
新华鑫弘灵活配置混合,混合型
广发创业板ETF,ETF-场内
泰康宏泰回报混合,混合型
中融恒惠纯债C,哈默
中欧强瑞多策略债券,朱晨杰
混合型,吕慧建
刘凡,中邮乐享收益灵活配置混合
李一硕,易方达聚盈分级债券发起式A
财通收益增强债券C,林洪钧
博时黄金ETF联接C,赵云阳
股票指数,信诚中证智能家居指数分级
债券型,民生加银添鑫纯债A
交银增利增强债券C,债券型
鹏华兴锐定期开放混合,混合型
银河转型混合,杨琪
景顺景颐盛利C,成念良
江信同福A,混合型
侯慧娣,混合型
混合型,国泰金鹰增长混合
银华医疗健康量化优选A,李宜璇
华夏恒益18个月定开债券,定开债券
鹏华长乐稳健养老混合(FOF),焦文龙
中加聚鑫纯债一年定开C,杨旸
蔡铮,交银全球资源混合(QDII)
高翰昆,股票指数
高远,长信银利精选混合
易方达恒生国企ETF联接现钞A,QDII-指数
杨庆定,东吴鼎元C
宝盈转型动力混合,盖俊龙
工银瑞泽定开债券,陈桂都
定开债券,南方乾利定开债
朱丹,金鹰红利价值混合
景顺MSCI中国A股国际通联接,联接基金
李道滢,货币型
韩哲昊,国泰货币
民生加银转债优选A,杨林耘
泓德远见回报混合,邬传雁
泰康丰盈债券,陈怡
何江波,景顺长城景兴信用纯债债券A
银河鸿利混合A,混合型
QDII,海富通中国海外混合
易方达中债3-5年期国债指数,张雅君
分级杠杆,易方达重组分级B
混合型,辇大吉
周志超,大摩主题优选混合
添富添福吉祥混合,何旻
戴军,大成多策略混合(LOF)
汇添富鑫瑞债券A,胡娜
石大怿,易方达天天发货币A
郭晨,股票型
徐成城,国泰国证房地产行业指数分级
东方金账簿货币B,货币型
姚志鹏,股票型
债券型,景顺长城景盛双息收益债券A
周晶,QDII-指数
海富通聚合纯债,债券型
刘铭,银河君尚混合A
混合型,诺德策略精选
黄志翔,国泰现金宝货币B
先锋聚优A,王颢
银河铭忆3个月定开债券,定开债券
安信永鑫增强债券A,潘巍
